Quantity,Start Date,Actual Stop Date,Unit Price Excl. Tax,Price Type,Invoice Detail ID Description,Quantity Shipped,Line No.,customer_code
1.0,8/1/2024,,885.00,Per Month,Lease/Rental,1.0,40000,customer_1642
1.0,8/1/2024,,885.00,Per Month,Lease/Rental,1.0,50000,customer_1642
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,60000,customer_1642
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,70000,customer_1642
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,80000,customer_1642
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,90000,customer_1642
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,100000,customer_1642
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,110000,customer_1642
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,120000,customer_1642
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,130000,customer_1642
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,140000,customer_1642
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,150000,customer_1642
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,160000,customer_1642
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1643
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,20000,customer_1643
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1644
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1644
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,30000,customer_1644
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,40000,customer_1644
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1645
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1645
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,30000,customer_1645
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,40000,customer_1645
1.0,8/1/2024,,900.00,Per Month,Lease/Rental,1.0,10000,customer_1646
1.0,8/1/2024,,900.00,Per Month,Lease/Rental,1.0,20000,customer_1646
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,30000,customer_1646
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,40000,customer_1646
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,50000,customer_1646
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,60000,customer_1646
1.0,8/1/2024,,479.00,Per Month,Monitoring,1.0,70000,customer_1646
1.0,8/1/2024,,479.00,Per Month,Monitoring,1.0,80000,customer_1646
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,10000,customer_1647
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,20000,customer_1647
1.0,8/1/2024,,885.00,Per Month,Lease/Rental,1.0,30000,customer_1647
1.0,8/1/2024,,"1,680.00",Per Month,Lease/Rental,1.0,40000,customer_1647
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,50000,customer_1647
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,60000,customer_1647
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,70000,customer_1647
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,80000,customer_1647
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,90000,customer_1647
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,100000,customer_1647
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,110000,customer_1647
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,120000,customer_1647
1.0,8/1/2024,,30.00,Per Month,Other Rev & Reimbursement,1.0,130000,customer_1647
1.0,8/1/2024,,635.00,Per Month,Lease/Rental,1.0,140000,customer_1647
1.0,8/1/2024,,350.00,Per Month,Lease/Rental,1.0,150000,customer_1647
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,160000,customer_1647
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,10000,customer_1648
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,20000,customer_1648
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,30000,customer_1648
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,40000,customer_1648
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,10000,customer_1649
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1649
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,30000,customer_1649
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,40000,customer_1649
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,50000,customer_1649
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,60000,customer_1649
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,70000,customer_1649
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,80000,customer_1649
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,90000,customer_1649
1.0,8/1/2024,,885.00,Per Month,Lease/Rental,1.0,100000,customer_1649
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1650
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,20000,customer_1650
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1651
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,20000,customer_1651
1.0,8/1/2024,,960.00,Per Month,Lease/Rental,1.0,10000,customer_1652
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,20000,customer_1652
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,30000,customer_1652
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,40000,customer_1652
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,50000,customer_1652
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,60000,customer_1652
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,10000,customer_1653
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1653
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,10000,customer_1654
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,20000,customer_1654
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,30000,customer_1654
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,40000,customer_1654
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,50000,customer_1654
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,60000,customer_1654
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1655
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,20000,customer_1655
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1656
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1656
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,30000,customer_1656
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,40000,customer_1656
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1657
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,20000,customer_1657
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,30000,customer_1657
1.0,8/1/2024,,745.00,Per Month,Lease/Rental,1.0,10000,customer_1658
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,20000,customer_1658
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,30000,customer_1658
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,40000,customer_1658
1.0,8/1/2024,,342.00,Per Month,Monitoring,1.0,10000,customer_1659
1.0,8/1/2024,,342.00,Per Month,Monitoring,1.0,20000,customer_1659
1.0,8/1/2024,,342.00,Per Month,Monitoring,1.0,30000,customer_1659
1.0,8/1/2024,,342.00,Per Month,Monitoring,1.0,40000,customer_1659
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1660
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1660
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,30000,customer_1660
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,40000,customer_1660
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,50000,customer_1660
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,60000,customer_1660
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1661
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,20000,customer_1661
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,30000,customer_1661
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,40000,customer_1661
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,10000,customer_1662
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,20000,customer_1662
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,30000,customer_1662
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,40000,customer_1662
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,50000,customer_1662
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,60000,customer_1662
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,70000,customer_1662
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,80000,customer_1662
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,90000,customer_1662
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,100000,customer_1662
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,110000,customer_1662
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1663
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,20000,customer_1663
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,30000,customer_1663
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,40000,customer_1663
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1664
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,20000,customer_1664
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,30000,customer_1664
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,40000,customer_1664
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,50000,customer_1664
1.0,8/1/2024,,650.00,Per Month,Lease/Rental,1.0,10000,customer_1665
1.0,8/1/2024,,650.00,Per Month,Lease/Rental,1.0,20000,customer_1665
1.0,8/1/2024,,500.00,Per Month,Lease/Rental,1.0,30000,customer_1665
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,40000,customer_1665
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,50000,customer_1665
1.0,8/1/2024,,81.43,Per Month,Monitoring,1.0,60000,customer_1665
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,70000,customer_1665
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,80000,customer_1665
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,90000,customer_1665
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,100000,customer_1665
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,110000,customer_1665
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,120000,customer_1665
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1666
1.0,8/1/2024,,960.00,Per Month,Lease/Rental,1.0,20000,customer_1666
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,30000,customer_1666
1.0,8/1/2024,,960.00,Per Month,Lease/Rental,1.0,40000,customer_1666
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,50000,customer_1666
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,60000,customer_1666
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,30000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,40000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,50000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,60000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,70000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,80000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,90000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,100000,customer_1667
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,110000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,120000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,130000,customer_1667
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,140000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,150000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,160000,customer_1667
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,170000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,180000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,190000,customer_1667
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,200000,customer_1667
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,210000,customer_1667
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,220000,customer_1667
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,230000,customer_1667
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,10000,customer_1668
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,20000,customer_1668
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,30000,customer_1668
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,40000,customer_1668
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,10000,customer_1669
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1669
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,30000,customer_1669
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,40000,customer_1669
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,50000,customer_1669
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,60000,customer_1669
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,70000,customer_1669
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,80000,customer_1669
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1670
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,20000,customer_1670
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1671
1.0,8/1/2024,,670.60,Per Month,Monitoring,1.0,20000,customer_1671
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,30000,customer_1671
1.0,8/1/2024,,670.60,Per Month,Monitoring,1.0,40000,customer_1671
1.0,8/1/2024,8/1/2024,850.00,Per Month,Lease/Rental,1.0,10000,customer_1672
1.0,8/1/2024,8/1/2024,35.00,Per Month,Other Rev & Reimbursement,1.0,20000,customer_1672
1.0,8/1/2024,8/1/2024,100.00,Per Month,Lease/Rental,1.0,30000,customer_1672
1.0,8/1/2024,8/1/2024,752.60,Per Month,Monitoring,1.0,40000,customer_1672
1.0,8/1/2024,,"1,035.00",Per Month,Lease/Rental,1.0,50000,customer_1672
1.0,8/1/2024,,"1,680.00",Per Month,Lease/Rental,1.0,60000,customer_1672
1.0,8/1/2024,,"1,680.00",Per Month,Lease/Rental,1.0,70000,customer_1672
1.0,8/1/2024,,"1,680.00",Per Month,Lease/Rental,1.0,80000,customer_1672
1.0,8/1/2024,,188.15,Per Month,Monitoring,1.0,90000,customer_1672
1.0,8/1/2024,,239.50,Per Month,Monitoring,1.0,100000,customer_1672
1.0,8/1/2024,,239.50,Per Month,Monitoring,1.0,110000,customer_1672
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,120000,customer_1672
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,130000,customer_1672
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,140000,customer_1672
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,150000,customer_1672
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,160000,customer_1672
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,170000,customer_1672
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,270000,customer_1672
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,280000,customer_1672
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,290000,customer_1672
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,300000,customer_1672
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,350000,customer_1672
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,360000,customer_1672
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,370000,customer_1672
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,380000,customer_1672
1.0,8/1/2024,,850.00,Per Month,Lease/Rental,1.0,390000,customer_1672
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,400000,customer_1672
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,410000,customer_1672
1.0,8/1/2024,,752.60,Per Month,Monitoring,1.0,420000,customer_1672
1.0,8/1/2024,,960.00,Per Month,Lease/Rental,1.0,10000,customer_1673
1.0,8/1/2024,,479.00,Per Month,Monitoring,1.0,20000,customer_1673
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,10000,customer_1674
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,20000,customer_1674
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,30000,customer_1674
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,40000,customer_1674
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1675
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1675
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,30000,customer_1675
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,40000,customer_1675
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,50000,customer_1675
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,60000,customer_1675
1.0,8/1/2024,,188.15,Per Month,Monitoring,1.0,70000,customer_1675
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,80000,customer_1675
1.0,8/1/2024,,239.50,Per Month,Monitoring,1.0,90000,customer_1675
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,100000,customer_1675
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,110000,customer_1675
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,120000,customer_1675
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,130000,customer_1675
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,140000,customer_1675
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,150000,customer_1675
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,160000,customer_1675
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,170000,customer_1675
1.0,8/1/2024,,175.00,Per Month,Lease/Rental,1.0,180000,customer_1675
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,190000,customer_1675
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,200000,customer_1675
1.0,8/1/2024,,479.00,Per Month,Monitoring,1.0,210000,customer_1675
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,220000,customer_1675
1.0,8/1/2024,,479.00,Per Month,Monitoring,1.0,230000,customer_1675
1.0,8/1/2024,,685.00,Per Month,Lease/Rental,1.0,10000,customer_1676
1.0,8/1/2024,,685.00,Per Month,Lease/Rental,1.0,20000,customer_1676
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,30000,customer_1676
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,40000,customer_1676
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1677
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,20000,customer_1677
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,30000,customer_1677
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,40000,customer_1677
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,50000,customer_1677
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,60000,customer_1677
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1678
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,20000,customer_1678
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,30000,customer_1678
1.0,8/1/2024,,960.00,Per Month,Lease/Rental,1.0,40000,customer_1678
1.0,8/1/2024,,685.00,Per Month,Lease/Rental,1.0,50000,customer_1678
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,60000,customer_1678
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,70000,customer_1678
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,80000,customer_1678
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,90000,customer_1678
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,100000,customer_1678
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,110000,customer_1678
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,120000,customer_1678
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,130000,customer_1678
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,140000,customer_1678
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_1679
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,20000,customer_1679
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,30000,customer_1679
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,40000,customer_1679
1.0,8/1/2024,,325.72,Per Month,Monitoring,1.0,50000,customer_1679
1.0,8/1/2024,,685.00,Per Month,Lease/Rental,1.0,60000,customer_1679
1.0,8/1/2024,,162.86,Per Month,Monitoring,1.0,70000,customer_1679
1.0,8/1/2024,,785.00,Per Month,Lease/Rental,1.0,80000,customer_1679
1.0,8/1/2024,,244.29,Per Month,Monitoring,1.0,90000,customer_1679
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,10000,customer_1680
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,20000,customer_1680
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,30000,customer_1680
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,40000,customer_1680
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,50000,customer_1680
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,60000,customer_1680
1.0,8/1/2024,,"1,135.00",Per Month,Lease/Rental,1.0,10000,customer_1681
1.0,8/1/2024,,"1,035.00",Per Month,Lease/Rental,1.0,20000,customer_1681
1.0,8/1/2024,,"1,035.00",Per Month,Lease/Rental,1.0,30000,customer_1681
1.0,8/1/2024,,"1,035.00",Per Month,Lease/Rental,1.0,40000,customer_1681
1.0,8/1/2024,,"1,035.00",Per Month,Lease/Rental,1.0,50000,customer_1681
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,60000,customer_1681
1.0,8/1/2024,,268.24,Per Month,Monitoring,1.0,70000,customer_1681
1.0,8/1/2024,,268.24,Per Month,Monitoring,1.0,80000,customer_1681
1.0,8/1/2024,,268.24,Per Month,Monitoring,1.0,90000,customer_1681
1.0,8/1/2024,,268.24,Per Month,Monitoring,1.0,100000,customer_1681
1.0,8/1/2024,,402.36,Per Month,Monitoring,1.0,110000,customer_1681
1.0,8/1/2024,,536.48,Per Month,Monitoring,1.0,120000,customer_1681
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,130000,customer_1681
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,140000,customer_1681
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,150000,customer_1681
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,160000,customer_1681
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,170000,customer_1681
1.0,8/1/2024,,"1,135.00",Per Month,Lease/Rental,1.0,180000,customer_1681
1.0,8/1/2024,,635.00,Per Month,Lease/Rental,1.0,190000,customer_1681
1.0,8/1/2024,,350.00,Per Month,Lease/Rental,1.0,200000,customer_1681
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,210000,customer_1681
1.0,8/1/2024,,239.50,Per Month,Monitoring,1.0,220000,customer_1681
1.0,8/1/2024,,"1,440.00",Per Month,Lease/Rental,1.0,230000,customer_1681
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,240000,customer_1681
1.0,8/1/2024,,479.00,Per Month,Monitoring,1.0,250000,customer_1681
1.0,8/1/2024,,"1,035.00",Per Month,Lease/Rental,1.0,260000,customer_1681
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,270000,customer_1681
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,280000,customer_1681
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,290000,customer_1681
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,300000,customer_1681
1.0,8/1/2024,,985.00,Per Month,Lease/Rental,1.0,310000,customer_1681
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,320000,customer_1681
1.0,8/1/2024,,"1,305.00",Per Month,Lease/Rental,1.0,10000,customer_1682
1.0,8/1/2024,,"1,305.00",Per Month,Lease/Rental,1.0,20000,customer_1682
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,30000,customer_1682
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,40000,customer_1682
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,50000,customer_1682
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,60000,customer_1682
1.0,8/1/2024,,958.00,Per Month,Monitoring,1.0,70000,customer_1682
1.0,8/1/2024,,479.00,Per Month,Monitoring,1.0,80000,customer_1682
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,90000,customer_1682
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,100000,customer_1682
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,110000,customer_1682
1.0,8/1/2024,,275.00,Per Month,Lease/Rental,1.0,120000,customer_1682
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,130000,customer_1682
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,140000,customer_1682
1.0,8/1/2024,,35.00,Per Month,Other Rev & Reimbursement,1.0,150000,customer_1682
1.0,8/1/2024,,718.50,Per Month,Monitoring,1.0,160000,customer_1682
1.0,8/1/2024,,885.00,Per Month,Lease/Rental,1.0,10000,customer_1683
